10.1103/PhysRevLett.13.508
P W Higgs, 1.0
10.1103/PhysRevLett.13.321
F Englert, 0.5007682458386684
R Brout, 0.4992317541613317
10.1103/PhysRevLett.77.4887
M Brune, 0.20908315253915258
E Hagley, 0.0867150826980465
J Dreyer, 0.06887646638352347
X Maître, 0.07457470662410923
A Maali, 0.07777147395142131
C Wunderlich, 0.07471356713475884
J M Raimond, 0.19860381266879543
S Haroche, 0.20966173800019264
10.1103/PhysRevLett.76.1796
D M Meekhof, 0.13100579612625907
C Monroe, 0.1668281794903967
B E King, 0.1449492475619472
W M Itano, 0.25429999591608937
D J Wineland, 0.30291678090530777
10.1103/PhysRevLett.53.1951
D Shechtman, 0.24765838890340464
I Blech, 0.24118736296818025
D Gratias, 0.2555039930930283
J W Cahn, 0.25565025503538685
10.1103/PhysRev.122.345
Y Nambu, 0.5696692638701206
G Jona-Lasinio, 0.4303307361298793
10.1103/PhysRevLett.61.2472
M N Baibich, 0.08372550429209953
J M Broto, 0.08372550429209953
A Fert, 0.3219128872917654
F N Van Dau, 0.08430238452249267
F Petroff, 0.09143170243314462
P Etienne, 0.08372550429209953
G Creuzet, 0.08372550429209953
A Friederich, 0.08372550429209953
J Chazelas, 0.08372550429209953
10.1103/PhysRevLett.57.2442
P Grünberg, 0.2934135016221549
R Schreiber, 0.17767463433523847
Y Pang, 0.17601981710740916
M B Brodsky, 0.17687222982778827
H Sowers, 0.17601981710740916
10.1103/PhysRevLett.84.5102
S A Diddams, 0.05768493202840655
D J Jones, 0.04054700701186465
J Ye, 0.11669223360750494
S T Cundiff, 0.055810841697798264
J L Hall, 0.0952520438362009
J K Ranka, 0.048374614543112655
R S Windeler, 0.05319387370372031
R Holzwarth, 0.14835035973369556
T Udem, 0.1744041786582388
T W Hänsch, 0.20968991517945745
10.1103/PhysRevLett.84.3232
J Reichert, 0.16842560623579925
M Niering, 0.07385282155361317
R Holzwarth, 0.1522167328357847
M Weitz, 0.14705764394815363
T Udem, 0.19460577490640646
T W Hänsch, 0.2638414205202429
10.1103/PhysRevLett.10.84
R J Glauber, 1.0
10.1103/PhysRevLett.30.1343
D J Gross, 0.5492755180725517
F Wilczek, 0.45072448192744824
10.1103/PhysRevLett.30.1346
H D Politzer, 1.0
10.1103/PhysRevLett.29.1227
