10.1103/PhysRevLett.13.508
A J Leggett, 1.0
10.1103/PhysRevLett.20.1205
R Davis, 0.46103826312122215
D S Harmer, 0.27650774897235864
K C Hoffman, 0.26245398790641916
10.1103/PhysRevLett.58.1490
K Hirata, 0.03419353730576217
T Kajita, 0.048763014097522026
M Koshiba, 0.04477974276449969
M Nakahata, 0.0447769166546956
Y Oyama, 0.044965831225445674
N Sato, 0.04291982784776385
A Suzuki, 0.0452099567738839
M Takita, 0.04480391275613717
Y Totsuka, 0.04564592368014592
T Kifune, 0.04188890694140598
T Suda, 0.04293408756406894
K Takahashi, 0.04751906642141669
T Tanimori, 0.04250768039009022
K Miyano, 0.0449377440418543
M Yamada, 0.04241837301116488
E W Beier, 0.043233516287979
L R Feldscher, 0.04169504157302389
S B Kim, 0.04445611720828435
A K Mann, 0.04704952869863656
F M Newcomer, 0.04316312009093139
R Van, 0.033551227765211945
W Zhang, 0.043232162686140184
B G Cortez, 0.04535476421393581
10.1103/PhysRevLett.9.439
R Giacconi, 0.25
H Gursky, 0.25
F R Paolini, 0.25
B B Rossi, 0.25
10.1103/PhysRevLett.75.3969
K B Davis, 0.09071132173395488
M - Mewes, 0.081518552212085
M R Andrews, 0.15805069076119474
N J Van Druten, 0.15185651510717288
D S Durfee, 0.13581177739709038
D M Kurn, 0.13269190499300534
W Ketterle, 0.24935923779549685
10.1103/PhysRevLett.48.1559
D C Tsui, 0.39084518443830546
H L Stormer, 0.33100207129625203
A C Gossard, 0.27815274426544245
10.1103/PhysRev.140.A1133
W Kohn, 0.5735601297014239
L J Sham, 0.4264398702985761
10.1103/PhysRevLett.50.1395
R B Laughlin, 1.0
10.1103/PhysRevLett.55.48
S Chu, 0.29653683191925484
L Hollberg, 0.06348306281338426
J E Bjorkholm, 0.1242150571290218
A Cable, 0.1284994992819513
A Ashkin, 0.38726554885638786
10.1103/PhysRevLett.61.826
A Aspect, 0.20770699184519997
E Arimondo, 0.19486953405796315
R Kaiser, 0.16310555633978696
N Vansteenkiste, 0.16310555633978696
C Cohen-Tannoudji, 0.27121236141726296
10.1103/PhysRevLett.61.169
P D Lett, 0.15930072848523355
R N Watts, 0.11638147833606466
C I Westbrook, 0.11774381832120764
W D Phillips, 0.25284223475578627
P L Gould, 0.24297349930958206
H J Metcalf, 0.11075824079212573
10.1103/PhysRevLett.28.885
D D Osheroff, 0.39573699800328316
R C Richardson, 0.3207607494697593
D M Lee, 0.28350225252695765
10.1103/PhysRevLett.35.1489
M L Perl, 0.048574710287396655
G S Abrams, 0.027794417980804335
A M Boyarski, 0.043955837934139076
M Breidenbach, 0.03882714860552092
D D Briggs, 0.011971366581593259
F Bulos, 0.029515750802153958
W Chinowsky, 0.025258060830493825
J T Dakin, 0.023947386241381718
G J Feldman, 0.04462356266128589
C E Friedberg, 0.02567666656326108
D Fryberger, 0.024618882277432395
G Goldhaber, 0.029407523362732602
G Hanson, 0.03776690528882857
F B Heile, 0.01219730000107834
B Jean-Marie, 0.02162049380216424
J A Kadyk, 0.030193683790826785
R R Larsen, 0.03378355254598144
A M Litke, 0.023390306092999785
D Lüke, 0.024052273135772614
B A Lulu, 0.014966565245105852
V Lüth, 0.029513159448105456
D Lyon, 0.018081960546793303
C C Morehouse, 0.02540324431063986
J M Paterson, 0.02468830787336255
F M Pierre, 0.021521926049870622
T P Pun, 0.04104893223338317
P A Rapidis, 0.016265206287677962
B Richter, 0.05014583798882846
B Sadoulet, 0.026529273887818595
R F Schwitters, 0.025987223738801767
W Tanenbaum, 0.022976022882657765
G H Trilling, 0.030193683790826785
F Vannucci, 0.025786541187773647
J S Whitaker, 0.03407082302574986
F C Winkelmann, 0.01406862439900281
J E Wiss, 0.021576838317754272
