10.1103/PhysRevLett.13.508
A J Leggett, 1.0
10.1103/PhysRevLett.20.1205
R Davis, 0.44574888001873825
D S Harmer, 0.2788758266853086
K C Hoffman, 0.2753752932959532
10.1103/PhysRevLett.58.1490
K Hirata, 0.036527560070346424
T Kajita, 0.04818595917447883
M Koshiba, 0.04430421895797239
M Nakahata, 0.044192635422729803
Y Oyama, 0.044499814172864346
N Sato, 0.04253103533324839
A Suzuki, 0.045040481128993184
M Takita, 0.04420809576655987
Y Totsuka, 0.04634288667367159
T Kifune, 0.042036592887601365
T Suda, 0.04266229100624706
K Takahashi, 0.06279008826212158
T Tanimori, 0.041615857901393126
K Miyano, 0.04439730342771013
M Yamada, 0.04138209229120671
E W Beier, 0.04249796097103444
L R Feldscher, 0.04023120066429922
S B Kim, 0.043091351547245305
A K Mann, 0.04529193865144864
F M Newcomer, 0.04228150823028517
R Van, 0.0325342363185974
W Zhang, 0.04314356094474683
B G Cortez, 0.04021133019519809
10.1103/PhysRevLett.9.439
R Giacconi, 0.25
H Gursky, 0.25
F R Paolini, 0.25
B B Rossi, 0.25
10.1103/PhysRevLett.75.3969
K B Davis, 0.10698794926844836
M - Mewes, 0.10049781059416302
M R Andrews, 0.15422909472072927
N J Van Druten, 0.1409232066733637
D S Durfee, 0.1393089502428973
D M Kurn, 0.13616321976301413
W Ketterle, 0.2218897687373843
10.1103/PhysRevLett.48.1559
D C Tsui, 0.38290191554111325
H L Stormer, 0.33436149775711826
A C Gossard, 0.2827365867017685
10.1103/PhysRev.140.A1133
W Kohn, 0.6145899752872154
L J Sham, 0.3854100247127846
10.1103/PhysRevLett.50.1395
R B Laughlin, 1.0
10.1103/PhysRevLett.55.48
S Chu, 0.275788111527816
L Hollberg, 0.09197330425718017
J E Bjorkholm, 0.14157849962256913
A Cable, 0.1494626103835416
A Ashkin, 0.34119747420889296
10.1103/PhysRevLett.61.826
A Aspect, 0.20811325036219866
E Arimondo, 0.22743633158197907
R Kaiser, 0.1582083820628742
N Vansteenkiste, 0.1582083820628742
C Cohen-Tannoudji, 0.24803365393007384
10.1103/PhysRevLett.61.169
P D Lett, 0.16699961396705365
R N Watts, 0.13875756103503803
C I Westbrook, 0.1506005527756943
W D Phillips, 0.23233091977119846
P L Gould, 0.17442671171852178
H J Metcalf, 0.13688464073249385
10.1103/PhysRevLett.28.885
D D Osheroff, 0.36702669051454095
R C Richardson, 0.32421909740407323
D M Lee, 0.3087542120813858
10.1103/PhysRevLett.35.1489
M L Perl, 0.03903536102582706
G S Abrams, 0.030816740074498198
A M Boyarski, 0.03330165695860398
M Breidenbach, 0.032835003272845734
D D Briggs, 0.016663819654771348
F Bulos, 0.028040177789836324
W Chinowsky, 0.0279023607308658
J T Dakin, 0.02263345357792437
G J Feldman, 0.037361099674509846
C E Friedberg, 0.03025156039046404
D Fryberger, 0.029058525034982987
G Goldhaber, 0.031251774976315184
G Hanson, 0.03300776440458664
F B Heile, 0.01891251337464313
B Jean-Marie, 0.023983907330025905
J A Kadyk, 0.03118172863048317
R R Larsen, 0.031417111643262816
A M Litke, 0.02341177682200672
D Lüke, 0.026686753978024613
B A Lulu, 0.018989957663417295
V Lüth, 0.030248838660993198
D Lyon, 0.02132597084112306
C C Morehouse, 0.029375981067563898
J M Paterson, 0.030379144806086635
F M Pierre, 0.024869911412685686
T P Pun, 0.026666611920472046
P A Rapidis, 0.018154075291144336
B Richter, 0.03561402913878909
B Sadoulet, 0.0264451194631113
R F Schwitters, 0.0307744838507634
W Tanenbaum, 0.026827515346294163
G H Trilling, 0.03118172863048317
F Vannucci, 0.030594227203860316
J S Whitaker, 0.027032244591601053
F C Winkelmann, 0.01850592223339547
J E Wiss, 0.02526114853373809
