10.1103/PhysRevLett.13.508
P W Higgs, 1.0
10.1103/PhysRevLett.13.321
F Englert, 0.5026501766784452
R Brout, 0.49734982332155475
10.1103/PhysRevLett.77.4887
M Brune, 0.20866398957692558
E Hagley, 0.08046552323604367
J Dreyer, 0.06986287238229147
X Maître, 0.07358812808766386
A Maali, 0.07655687032671447
C Wunderlich, 0.07439049085497484
J M Raimond, 0.2058022290401831
S Haroche, 0.21066989649520304
10.1103/PhysRevLett.76.1796
D M Meekhof, 0.14862740580734357
C Monroe, 0.18189203029032955
B E King, 0.1580324619282461
W M Itano, 0.2392368742931691
D J Wineland, 0.27221122768091166
10.1103/PhysRevLett.53.1951
D Shechtman, 0.24717548707544862
I Blech, 0.24019727867361573
D Gratias, 0.2585959634824583
J W Cahn, 0.25403127076847737
10.1103/PhysRev.122.345
Y Nambu, 0.5377134587554269
G Jona-Lasinio, 0.462286541244573
10.1103/PhysRevLett.61.2472
M N Baibich, 0.09395687885731031
J M Broto, 0.09402852873950959
A Fert, 0.24148188747067562
F N Van Dau, 0.0940404703865428
F Petroff, 0.10066471911672054
P Etienne, 0.09395687885731031
G Creuzet, 0.09395687885731031
A Friederich, 0.09395687885731031
J Chazelas, 0.09395687885731031
10.1103/PhysRevLett.57.2442
P Grünberg, 0.2687159797643111
R Schreiber, 0.1852363725051827
Y Pang, 0.18065784465524312
M B Brodsky, 0.18473195842001985
H Sowers, 0.18065784465524312
10.1103/PhysRevLett.84.5102
S A Diddams, 0.0633337032678787
D J Jones, 0.04725057163278968
J Ye, 0.1411854580478491
S T Cundiff, 0.07087585744918452
J L Hall, 0.10805380722438111
J K Ranka, 0.05079436450524891
R S Windeler, 0.05437565783138494
R Holzwarth, 0.13168866483489625
T Udem, 0.14928387770005885
T W Hänsch, 0.18315803750632786
10.1103/PhysRevLett.84.3232
J Reichert, 0.15687462975821986
M Niering, 0.0845818572700774
R Holzwarth, 0.16222964994252673
M Weitz, 0.12902852479982424
T Udem, 0.19596627710365985
T W Hänsch, 0.27131906112569193
10.1103/PhysRevLett.10.84
R J Glauber, 1.0
10.1103/PhysRevLett.30.1343
D J Gross, 0.5378315755832533
F Wilczek, 0.46216842441674655
10.1103/PhysRevLett.30.1346
H D Politzer, 1.0
10.1103/PhysRevLett.29.1227
